chrom1	start1	end1	chrom2	start2	end2	contacts
chr1	405010	405011	chr1	467152	467153	1
chr1	405155	405156	chr1	467152	467153	1
chr1	407221	407222	chr1	467152	467153	2
chr1	409913	409914	chr1	467152	467153	1
chr1	408425	408426	chr1	466580	466581	1
chr1	410846	410847	chr1	464764	464765	1
chr1	407769	407770	chr1	470540	470541	1
chr1	407220	407221	chr1	464870	464871	1
chr1	405864	405865	chr1	457182	457183	1
chr1	405988	405989	chr1	462822	462823	1
chr1	405009	405010	chr1	457181	457182	1
chr1	405172	405173	chr1	457181	457182	2
chr1	410476	410477	chr1	463585	463586	1
chr1	410476	410477	chr1	462607	462608	2
chr1	408343	408344	chr1	460940	460941	1
chr1	405988	405989	chr1	462737	462738	1
chr1	405543	405544	chr1	457243	457244	2
chr1	412071	412072	chr1	463584	463585	1
chr1	407220	407221	chr1	462606	462607	1
chr1	409912	409913	chr1	460939	460940	2
chr1	407770	407771	chr1	462523	462524	1
chr1	410058	410059	chr1	462523	462524	2
chr1	407220	407221	chr1	458733	458734	2
chr1	413784	413785	chr1	462953	462954	1
chr1	416673	416674	chr1	462822	462823	1
chr1	413837	413838	chr1	463790	463791	1
chr1	414748	414749	chr1	456775	456776	1
chr1	415880	415881	chr1	462821	462822	1
chr1	414340	414341	chr1	457053	457054	1
chr1	417677	417678	chr1	460940	460941	1
chr1	415880	415881	chr1	462737	462738	1
chr1	417677	417678	chr1	462737	462738	1
chr1	413785	413786	chr1	457288	457289	1
chr1	413784	413785	chr1	462606	462607	1
chr1	414747	414748	chr1	462606	462607	2
chr1	413837	413838	chr1	462523	462524	1
chr1	413548	413549	chr1	458733	458734	2
chr1	416672	416673	chr1	458733	458734	2
chr1	413837	413838	chr1	454395	454396	1
chr1	415834	415835	chr1	454395	454396	1
chr1	415880	415881	chr1	454395	454396	1
chr1	416673	416674	chr1	454395	454396	1
chr1	418307	418308	chr1	453776	453777	1
chr1	418872	418873	chr1	453776	453777	1
chr1	418873	418874	chr1	454115	454116	1
chr1	416286	416287	chr1	451847	451848	3
chr1	416673	416674	chr1	452004	452005	1
chr1	416673	416674	chr1	449797	449798	1
chr1	416673	416674	chr1	450745	450746	1
chr1	418264	418265	chr1	450745	450746	1
chr1	417677	417678	chr1	450311	450312	1
chr1	419058	419059	chr1	449970	449971	1
chr1	416286	416287	chr1	450310	450311	2
chr1	413277	413278	chr1	451847	451848	1
chr1	413837	413838	chr1	452446	452447	1
chr1	414747	414748	chr1	452445	452446	1
chr1	414748	414749	chr1	452445	452446	1
chr1	415834	415835	chr1	452445	452446	1
chr1	413277	413278	chr1	449798	449799	1
chr1	414339	414340	chr1	449798	449799	1
chr1	415069	415070	chr1	450987	450988	1
chr1	413027	413028	chr1	449797	449798	1
chr1	414340	414341	chr1	449797	449798	1
chr1	413784	413785	chr1	449271	449272	2
chr1	410057	410058	chr1	455994	455995	1
chr1	409912	409913	chr1	451847	451848	1
chr1	410475	410476	chr1	451847	451848	1
chr1	410845	410846	chr1	451847	451848	1
chr1	409536	409537	chr1	452004	452005	1
chr1	410845	410846	chr1	452004	452005	2
chr1	405863	405864	chr1	455993	455994	1
chr1	410846	410847	chr1	449798	449799	1
chr1	407770	407771	chr1	454396	454397	1
chr1	408425	408426	chr1	449797	449798	1
chr1	408425	408426	chr1	449270	449271	1
chr1	405009	405010	chr1	450745	450746	1
chr1	405172	405173	chr1	453316	453317	2
chr1	405155	405156	chr1	453776	453777	1
chr1	391495	391496	chr1	462953	462954	1
chr1	390079	390080	chr1	457181	457182	1
chr1	391217	391218	chr1	457181	457182	1
chr1	395739	395740	chr1	461244	461245	1
chr1	395267	395268	chr1	462737	462738	1
chr1	390655	390656	chr1	463584	463585	2
chr1	390079	390080	chr1	462524	462525	1
chr1	393454	393455	chr1	457287	457288	1
chr1	395739	395740	chr1	460891	460892	1
chr1	390655	390656	chr1	458733	458734	1
chr1	396732	396733	chr1	458733	458734	1
chr1	401536	401537	chr1	458732	458733	1
chr1	399362	399363	chr1	462953	462954	1
chr1	404679	404680	chr1	456776	456777	1
chr1	404387	404388	chr1	457182	457183	2
chr1	399871	399872	chr1	456775	456776	1
chr1	400810	400811	chr1	457181	457182	1
chr1	400961	400962	chr1	462738	462739	2
chr1	399871	399872	chr1	457052	457053	1
chr1	398635	398636	chr1	461244	461245	1
chr1	404387	404388	chr1	462737	462738	1
chr1	398635	398636	chr1	462606	462607	1
chr1	399361	399362	chr1	458733	458734	1
chr1	404387	404388	chr1	452003	452004	1
chr1	399871	399872	chr1	450987	450988	1
chr1	401537	401538	chr1	450986	450987	1
chr1	399361	399362	chr1	450311	450312	2
chr1	390736	390737	chr1	451847	451848	3
chr1	390736	390737	chr1	452446	452447	1
chr1	390736	390737	chr1	450813	450814	1
chr1	390078	390079	chr1	449271	449272	1
chr1	390078	390079	chr1	449270	449271	2
chr1	396732	396733	chr1	449270	449271	1
chr1	397216	397217	chr1	449270	449271	1
chr1	390078	390079	chr1	453315	453316	1
chr1	396931	396932	chr1	453315	453316	2
chr1	396368	396369	chr1	453775	453776	1
chr1	394533	394534	chr1	454115	454116	1
chr1	337451	337452	chr1	499292	499293	1
chr1	332202	332203	chr1	494101	494102	1
chr1	337451	337452	chr1	496810	496811	1
chr1	339376	339377	chr1	498417	498418	2
chr1	344025	344026	chr1	498480	498481	1
chr1	354348	354349	chr1	498480	498481	1
chr1	359165	359166	chr1	499292	499293	1
chr1	359165	359166	chr1	494101	494102	1
chr1	360028	360029	chr1	496635	496636	1
chr1	359165	359166	chr1	497176	497177	1
chr1	360029	360030	chr1	497175	497176	2
chr1	352793	352794	chr1	498005	498006	1
chr1	350473	350474	chr1	498756	498757	1
chr1	346880	346881	chr1	494545	494546	1
chr1	350473	350474	chr1	499292	499293	1
chr1	350739	350740	chr1	495175	495176	3
chr1	348569	348570	chr1	497175	497176	1
chr1	349968	349969	chr1	497175	497176	1
chr1	351241	351242	chr1	498207	498208	1
chr1	348140	348141	chr1	498006	498007	1
chr1	351242	351243	chr1	494207	494208	1
chr1	348140	348141	chr1	488177	488178	1
chr1	346134	346135	chr1	486986	486987	1
chr1	351242	351243	chr1	493372	493373	1
chr1	349185	349186	chr1	490367	490368	1
chr1	345915	345916	chr1	491886	491887	1
chr1	348569	348570	chr1	489460	489461	1
chr1	347834	347835	chr1	488178	488179	1
chr1	348178	348179	chr1	488178	488179	1
chr1	349967	349968	chr1	488178	488179	3
chr1	350739	350740	chr1	488178	488179	1
chr1	346366	346367	chr1	491080	491081	1
chr1	357275	357276	chr1	493373	493374	1
chr1	358477	358478	chr1	486986	486987	1
chr1	355148	355149	chr1	493372	493373	1
chr1	357275	357276	chr1	490366	490367	1
chr1	355148	355149	chr1	491359	491360	1
chr1	360028	360029	chr1	491359	491360	2
chr1	357351	357352	chr1	488178	488179	1
chr1	352793	352794	chr1	490536	490537	1
chr1	360029	360030	chr1	490536	490537	1
chr1	357351	357352	chr1	485478	485479	1
chr1	359165	359166	chr1	485478	485479	2
chr1	356050	356051	chr1	481164	481165	1
chr1	355149	355150	chr1	483938	483939	1
chr1	358332	358333	chr1	484074	484075	3
chr1	354733	354734	chr1	482211	482212	2
chr1	359165	359166	chr1	485841	485842	1
chr1	353536	353537	chr1	485840	485841	1
chr1	357351	357352	chr1	481951	481952	1
chr1	355149	355150	chr1	483480	483481	1
chr1	347835	347836	chr1	480223	480224	3
chr1	350152	350153	chr1	483938	483939	1
chr1	346841	346842	chr1	485531	485532	2
chr1	348140	348141	chr1	484074	484075	1
chr1	348177	348178	chr1	484074	484075	1
chr1	350473	350474	chr1	484074	484075	2
chr1	346134	346135	chr1	485724	485725	1
chr1	348178	348179	chr1	485724	485725	1
chr1	350153	350154	chr1	485724	485725	1
chr1	346841	346842	chr1	485841	485842	1
chr1	352726	352727	chr1	481952	481953	1
chr1	350738	350739	chr1	483480	483481	1
chr1	349185	349186	chr1	483479	483480	1
chr1	340570	340571	chr1	493171	493172	1
chr1	334817	334818	chr1	486009	486010	1
chr1	340571	340572	chr1	490081	490082	2
chr1	338197	338198	chr1	491886	491887	1
chr1	340570	340571	chr1	491257	491258	1
chr1	344200	344201	chr1	491080	491081	1
chr1	370959	370960	chr1	498480	498481	1
chr1	371991	371992	chr1	498756	498757	1
chr1	370119	370120	chr1	498479	498480	3
chr1	368225	368226	chr1	498755	498756	2
chr1	370119	370120	chr1	495521	495522	2
chr1	370804	370805	chr1	495521	495522	1
chr1	372179	372180	chr1	498207	498208	1
chr1	366650	366651	chr1	494102	494103	1
chr1	366376	366377	chr1	497419	497420	1
chr1	363513	363514	chr1	494101	494102	1
chr1	364070	364071	chr1	494101	494102	2
chr1	361125	361126	chr1	496811	496812	1
chr1	362199	362200	chr1	495175	495176	1
chr1	365328	365329	chr1	494208	494209	1
chr1	367145	367146	chr1	494208	494209	1
chr1	363006	363007	chr1	498206	498207	1
chr1	360680	360681	chr1	494972	494973	1
chr1	383502	383503	chr1	498480	498481	1
chr1	384331	384332	chr1	494332	494333	1
chr1	385480	385481	chr1	494332	494333	1
chr1	388404	388405	chr1	494332	494333	2
chr1	388405	388406	chr1	496635	496636	1
chr1	383075	383076	chr1	494423	494424	2
chr1	385689	385690	chr1	497176	497177	1
chr1	384513	384514	chr1	498207	498208	1
chr1	388300	388301	chr1	498207	498208	2
chr1	383092	383093	chr1	494207	494208	1
chr1	383075	383076	chr1	499293	499294	1
chr1	381590	381591	chr1	495010	495011	1
chr1	380664	380665	chr1	494207	494208	1
chr1	380665	380666	chr1	490081	490082	1
chr1	381397	381398	chr1	489459	489460	1
chr1	388405	388406	chr1	488177	488178	1
chr1	382883	382884	chr1	493373	493374	1
chr1	387473	387474	chr1	492388	492389	1
chr1	385480	385481	chr1	493171	493172	3
chr1	385097	385098	chr1	490082	490083	1
chr1	384513	384514	chr1	491886	491887	1
chr1	387473	387474	chr1	492162	492163	1
chr1	385481	385482	chr1	489460	489461	1
chr1	388124	388125	chr1	488178	488179	1
chr1	385097	385098	chr1	491080	491081	1
chr1	383503	383504	chr1	490536	490537	2
chr1	384512	384513	chr1	490536	490537	1
chr1	382883	382884	chr1	481164	481165	1
chr1	384852	384853	chr1	480223	480224	1
chr1	388404	388405	chr1	480223	480224	2
chr1	388405	388406	chr1	483938	483939	2
chr1	384853	384854	chr1	485840	485841	1
chr1	387010	387011	chr1	480078	480079	2
chr1	388157	388158	chr1	483480	483481	1
chr1	383503	383504	chr1	480077	480078	1
chr1	380665	380666	chr1	480986	480987	1
chr1	365836	365837	chr1	493373	493374	1
chr1	364070	364071	chr1	486985	486986	3
chr1	366649	366650	chr1	490082	490083	1
chr1	367029	367030	chr1	490082	490083	1
chr1	367029	367030	chr1	490367	490368	1
chr1	360679	360680	chr1	488178	488179	1
chr1	361126	361127	chr1	491080	491081	2
chr1	363007	363008	chr1	490536	490537	1
chr1	371619	371620	chr1	488177	488178	1
chr1	371618	371619	chr1	486986	486987	1
chr1	368224	368225	chr1	491217	491218	2
chr1	371991	371992	chr1	490082	490083	2
chr1	371618	371619	chr1	491886	491887	1
chr1	369881	369882	chr1	492040	492041	2
chr1	370119	370120	chr1	492040	492041	2
chr1	372845	372846	chr1	488178	488179	1
chr1	369367	369368	chr1	491080	491081	1
chr1	371992	371993	chr1	490536	490537	1
chr1	369444	369445	chr1	480399	480400	1
chr1	370803	370804	chr1	482212	482213	1
chr1	370803	370804	chr1	485841	485842	2
chr1	361126	361127	chr1	480222	480223	2
chr1	366649	366650	chr1	485840	485841	1
chr1	363007	363008	chr1	475641	475642	1
chr1	363006	363007	chr1	477519	477520	1
chr1	365328	365329	chr1	477519	477520	1
chr1	361126	361127	chr1	477518	477519	1
chr1	367252	367253	chr1	478136	478137	1
chr1	364481	364482	chr1	472918	472919	1
chr1	371619	371620	chr1	475642	475643	1
chr1	372845	372846	chr1	473982	473983	1
chr1	372179	372180	chr1	472917	472918	1
chr1	373850	373851	chr1	469847	469848	1
chr1	369367	369368	chr1	465209	465210	1
chr1	371619	371620	chr1	468389	468390	1
chr1	370120	370121	chr1	465208	465209	1
chr1	369444	369445	chr1	468388	468389	1
chr1	370803	370804	chr1	468293	468294	1
chr1	370119	370120	chr1	466064	466065	1
chr1	368224	368225	chr1	467123	467124	1
chr1	373849	373850	chr1	468292	468293	1
chr1	368225	368226	chr1	464764	464765	1
chr1	372085	372086	chr1	464764	464765	1
chr1	369444	369445	chr1	470540	470541	1
chr1	372085	372086	chr1	468613	468614	2
chr1	370119	370120	chr1	468115	468116	1
chr1	364481	364482	chr1	465209	465210	1
chr1	363513	363514	chr1	464352	464353	1
chr1	365267	365268	chr1	468389	468390	1
chr1	365836	365837	chr1	468388	468389	1
chr1	364480	364481	chr1	467152	467153	3
chr1	363512	363513	chr1	466065	466066	1
chr1	365267	365268	chr1	470863	470864	1
chr1	367228	367229	chr1	464870	464871	1
chr1	384512	384513	chr1	464869	464870	1
chr1	385690	385691	chr1	475641	475642	1
chr1	387176	387177	chr1	468516	468517	1
chr1	383075	383076	chr1	468388	468389	1
chr1	384513	384514	chr1	471935	471936	1
chr1	388124	388125	chr1	477518	477519	1
chr1	384331	384332	chr1	466580	466581	1
chr1	380664	380665	chr1	464764	464765	1
chr1	384852	384853	chr1	471934	471935	2
chr1	380665	380666	chr1	470863	470864	1
chr1	384332	384333	chr1	468613	468614	1
chr1	388124	388125	chr1	476621	476622	1
chr1	383502	383503	chr1	468115	468116	1
chr1	388124	388125	chr1	468115	468116	1
chr1	381591	381592	chr1	469848	469849	1
chr1	381397	381398	chr1	464870	464871	1
chr1	381397	381398	chr1	458732	458733	1
chr1	381591	381592	chr1	457182	457183	1
chr1	381590	381591	chr1	463790	463791	1
chr1	380664	380665	chr1	463585	463586	1
chr1	384512	384513	chr1	463790	463791	1
chr1	388300	388301	chr1	463790	463791	1
chr1	388124	388125	chr1	457181	457182	4
chr1	385481	385482	chr1	462821	462822	1
chr1	383075	383076	chr1	463585	463586	1
chr1	384513	384514	chr1	462607	462608	1
chr1	385097	385098	chr1	462737	462738	1
chr1	383075	383076	chr1	462523	462524	1
chr1	383502	383503	chr1	458733	458734	2
chr1	384852	384853	chr1	458733	458734	1
chr1	388124	388125	chr1	452004	452005	2
chr1	385480	385481	chr1	450814	450815	1
chr1	383227	383228	chr1	452445	452446	2
chr1	384331	384332	chr1	452445	452446	3
chr1	383503	383504	chr1	449798	449799	1
chr1	383503	383504	chr1	454396	454397	1
chr1	387010	387011	chr1	449797	449798	1
chr1	385481	385482	chr1	449270	449271	1
chr1	383503	383504	chr1	449970	449971	1
chr1	385272	385273	chr1	449970	449971	1
chr1	387176	387177	chr1	450310	450311	1
chr1	388124	388125	chr1	453775	453776	1
chr1	385690	385691	chr1	454115	454116	1
chr1	381397	381398	chr1	455993	455994	2
chr1	367029	367030	chr1	456775	456776	1
chr1	364071	364072	chr1	457181	457182	1
chr1	361125	361126	chr1	457052	457053	2
chr1	363006	363007	chr1	461244	461245	1
chr1	365836	365837	chr1	461244	461245	1
chr1	367252	367253	chr1	461244	461245	1
chr1	363007	363008	chr1	462737	462738	1
chr1	363513	363514	chr1	462524	462525	1
chr1	360680	360681	chr1	457288	457289	1
chr1	367252	367253	chr1	462523	462524	1
chr1	362199	362200	chr1	458732	458733	1
chr1	372845	372846	chr1	462822	462823	1
chr1	369443	369444	chr1	462737	462738	1
chr1	369443	369444	chr1	462523	462524	1
chr1	368225	368226	chr1	451847	451848	4
chr1	370120	370121	chr1	451847	451848	2
chr1	370959	370960	chr1	452004	452005	1
chr1	372845	372846	chr1	455993	455994	2
chr1	372657	372658	chr1	450814	450815	1
chr1	370804	370805	chr1	449797	449798	1
chr1	373560	373561	chr1	449797	449798	1
chr1	371991	371992	chr1	449970	449971	2
chr1	370803	370804	chr1	453776	453777	1
chr1	369444	369445	chr1	451848	451849	1
chr1	372097	372098	chr1	453775	453776	1
chr1	365267	365268	chr1	451847	451848	1
chr1	361126	361127	chr1	452004	452005	1
chr1	366650	366651	chr1	452446	452447	2
chr1	365836	365837	chr1	452445	452446	1
chr1	360680	360681	chr1	454396	454397	1
chr1	363006	363007	chr1	449270	449271	1
chr1	364480	364481	chr1	449270	449271	1
chr1	365328	365329	chr1	449270	449271	2
chr1	363512	363513	chr1	450745	450746	1
chr1	367029	367030	chr1	450745	450746	1
chr1	365328	365329	chr1	449970	449971	1
chr1	360679	360680	chr1	450310	450311	4
chr1	360680	360681	chr1	450310	450311	1
chr1	367252	367253	chr1	454116	454117	1
chr1	363006	363007	chr1	453775	453776	2
chr1	338586	338587	chr1	475641	475642	2
chr1	332202	332203	chr1	476165	476166	2
chr1	338499	338500	chr1	467152	467153	1
chr1	344025	344026	chr1	467152	467153	1
chr1	344025	344026	chr1	466581	466582	1
chr1	344201	344202	chr1	466581	466582	1
chr1	339446	339447	chr1	466064	466065	1
chr1	337450	337451	chr1	466580	466581	1
chr1	340571	340572	chr1	471076	471077	1
chr1	332202	332203	chr1	473455	473456	1
chr1	338586	338587	chr1	470540	470541	2
chr1	344200	344201	chr1	468115	468116	1
chr1	340570	340571	chr1	469848	469849	1
chr1	348140	348141	chr1	476324	476325	1
chr1	346257	346258	chr1	476166	476167	1
chr1	352726	352727	chr1	473982	473983	2
chr1	349185	349186	chr1	473456	473457	2
chr1	349967	349968	chr1	478137	478138	1
chr1	347835	347836	chr1	477518	477519	1
chr1	347834	347835	chr1	474041	474042	2
chr1	358477	358478	chr1	475642	475643	1
chr1	356050	356051	chr1	475641	475642	1
chr1	356050	356051	chr1	477518	477519	1
chr1	357275	357276	chr1	476621	476622	1
chr1	355148	355149	chr1	466655	466656	2
chr1	359166	359167	chr1	467152	467153	1
chr1	355149	355150	chr1	466065	466066	1
chr1	359165	359166	chr1	468293	468294	1
chr1	358332	358333	chr1	469437	469438	4
chr1	360028	360029	chr1	467151	467152	1
chr1	353535	353536	chr1	469436	469437	1
chr1	357275	357276	chr1	470541	470542	1
chr1	352793	352794	chr1	470540	470541	2
chr1	348178	348179	chr1	469847	469848	1
chr1	346879	346880	chr1	466655	466656	1
chr1	346841	346842	chr1	468516	468517	1
chr1	350739	350740	chr1	468516	468517	1
chr1	348177	348178	chr1	468388	468389	1
chr1	349185	349186	chr1	467152	467153	1
chr1	345914	345915	chr1	471077	471078	1
chr1	348569	348570	chr1	466580	466581	1
chr1	349184	349185	chr1	467123	467124	1
chr1	345914	345915	chr1	468292	468293	1
chr1	346841	346842	chr1	468292	468293	1
chr1	351242	351243	chr1	464764	464765	2
chr1	346134	346135	chr1	470541	470542	2
chr1	352726	352727	chr1	456776	456777	1
chr1	346880	346881	chr1	457181	457182	1
chr1	349967	349968	chr1	463585	463586	1
chr1	352726	352727	chr1	461244	461245	1
chr1	352726	352727	chr1	462607	462608	1
chr1	347835	347836	chr1	462524	462525	1
chr1	354733	354734	chr1	463790	463791	1
chr1	352793	352794	chr1	457181	457182	2
chr1	359166	359167	chr1	462821	462822	2
chr1	358477	358478	chr1	463789	463790	2
chr1	357275	357276	chr1	462737	462738	1
chr1	357275	357276	chr1	457243	457244	1
chr1	360028	360029	chr1	463584	463585	2
chr1	360029	360030	chr1	457288	457289	2
chr1	356050	356051	chr1	452004	452005	1
chr1	360029	360030	chr1	452003	452004	1
chr1	356050	356051	chr1	452445	452446	2
chr1	357351	357352	chr1	449797	449798	2
chr1	358477	358478	chr1	450311	450312	1
chr1	358477	358478	chr1	453315	453316	1
chr1	356050	356051	chr1	453776	453777	2
chr1	345914	345915	chr1	451847	451848	1
chr1	345914	345915	chr1	452004	452005	1
chr1	348569	348570	chr1	452004	452005	1
chr1	351241	351242	chr1	452003	452004	1
chr1	350739	350740	chr1	449798	449799	1
chr1	349185	349186	chr1	449270	449271	1
chr1	352726	352727	chr1	450745	450746	1
chr1	348666	348667	chr1	449970	449971	2
chr1	351241	351242	chr1	449970	449971	1
chr1	350473	350474	chr1	453315	453316	1
chr1	350472	350473	chr1	453776	453777	1
chr1	349185	349186	chr1	453775	453776	1
chr1	350152	350153	chr1	453775	453776	1
chr1	350472	350473	chr1	454115	454116	1
chr1	344026	344027	chr1	462954	462955	1
chr1	344026	344027	chr1	456776	456777	1
chr1	338599	338600	chr1	456775	456776	1
chr1	338664	338665	chr1	450987	450988	1
chr1	339447	339448	chr1	457288	457289	3
chr1	337450	337451	chr1	449970	449971	1
chr1	338499	338500	chr1	450310	450311	2
chr1	344025	344026	chr1	453315	453316	1
chr1	332202	332203	chr1	459610	459611	1
chr1	344025	344026	chr1	459610	459611	1
chr1	277475	277476	chr1	498756	498757	2
chr1	282097	282098	chr1	494545	494546	2
chr1	282522	282523	chr1	494545	494546	2
chr1	271534	271535	chr1	499292	499293	1
chr1	278294	278295	chr1	494332	494333	1
chr1	282978	282979	chr1	498755	498756	1
chr1	272224	272225	chr1	494101	494102	2
chr1	273883	273884	chr1	494101	494102	1
chr1	280925	280926	chr1	495521	495522	1
chr1	276057	276058	chr1	496635	496636	1
chr1	278418	278419	chr1	497176	497177	2
chr1	276056	276057	chr1	495010	495011	1
chr1	275279	275280	chr1	494973	494974	1
chr1	282098	282099	chr1	494972	494973	1
chr1	291492	291493	chr1	494333	494334	1
chr1	298794	298795	chr1	494101	494102	1
chr1	286236	286237	chr1	496635	496636	1
chr1	291234	291235	chr1	497175	497176	2
chr1	286413	286414	chr1	498207	498208	1
chr1	293532	293533	chr1	498006	498007	1
chr1	299036	299037	chr1	498006	498007	1
chr1	294762	294763	chr1	494972	494973	2
